unique_id,row_index,llm_call_id,内容简介,采购方名称,中标商名称,采购物品名称,采购数量,中标金额,是否设备采购,pydantic_validated,parsing_method
matched_row_157,157,call_889b69f54c744aa7,"医院名称：北京市西城区德胜街道裕中东里社区卫生服务站,产品名称：莫匹罗星,商品名：百多邦,剂型：软膏剂,规格：5g:0.1g,生产企业：中美天津史克制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H10930064",,,莫匹罗星,0.0,,False,True,pydantic_direct
matched_row_158,158,call_5bda3e95ef294451,"医院名称：北京普祥中医肿瘤医院,产品名称：华法林,商品名：无,剂型：糖衣片,规格：2.5mg,生产企业：齐鲁制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H37021314",,,华法林,0.0,,False,True,pydantic_direct
matched_row_159,159,call_1cf44a469ed14960,"医院名称：北京市宣武中医医院,产品名称：美罗培南,商品名：无,剂型：溶媒结晶粉针剂,规格：0.25g,生产企业：北大医药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H20093263",,,美罗培南,0.0,,False,True,pydantic_direct
matched_row_160,160,call_6b99139c66154252,"医院名称：北京市延庆区儒林社区卫生服务中心,产品名称：复方鲜竹沥液,商品名：无,剂型：合剂（含口服液）,规格：20ml,生产企业：江西济民可信药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z36021946",,,复方鲜竹沥液,0.0,,False,True,pydantic_direct
matched_row_161,161,call_9b9e525962004d5c,"医院名称：北京市通州区妇幼保健院,产品名称：米非司酮,商品名：无,剂型：素片,规格：25mg,生产企业：华润紫竹药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H10950003",,,米非司酮,0.0,,False,True,pydantic_direct
matched_row_162,162,call_0f7197111847422c,"医院名称：北京市和平里医院,产品名称：异山梨酯,商品名：无,剂型：素片,规格：5mg,生产企业：上海复旦复华药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H31021370",,,异山梨酯,0.0,,False,True,pydantic_direct
matched_row_163,163,call_135b725c918b4771,"医院名称：首都医科大学宣武医院,产品名称：苏黄止咳胶囊,商品名：无,剂型：胶囊剂,规格：0.45g,生产企业：扬子江药业集团北京海燕药业有限公司,配送企业：,订购数量：1000,批准文号：国药准字Z20103075",,,苏黄止咳胶囊,1000.0,,False,True,pydantic_direct
matched_row_164,164,call_f88ac68bba2c46ff,"医院名称：北京中能建医院,产品名称：碘甘油,商品名：无,剂型：溶液剂,规格：20ml,生产企业：上海运佳黄浦制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H31021302",,,碘甘油,0.0,,False,True,pydantic_direct
matched_row_165,165,call_544d4ae57fb64dfc,"医院名称：首都医科大学附属北京安定医院,产品名称：生物合成人胰岛素,商品名：诺和灵R,剂型：注射液,规格：3ml:300IU,生产企业：诺和诺德(中国)制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H20174124",,,生物合成人胰岛素,0.0,,False,True,pydantic_direct
matched_row_166,166,call_3e4ea4e704aa4039,"医院名称：北京市朝阳区高碑店地区兴隆家园社区卫生服务站,产品名称：非洛地平,商品名：波依定,剂型：缓释片,规格：5mg,生产企业：阿斯利康制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H20030415",,,非洛地平,0.0,,False,True,pydantic_direct
matched_row_167,167,call_1d38297866d347da,"医院名称：北京市和平街街道十四区社区卫生服务站,产品名称：银杏蜜环,商品名：无,剂型：口服溶液剂,规格：10ml,生产企业：邛崃天银制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H20013079",,,银杏蜜环,0.0,,False,True,pydantic_direct
matched_row_168,168,call_d15bc4a8868f4afc,"医院名称：首都医科大学附属北京安贞医院,产品名称：根痛平颗粒,商品名：无,剂型：颗粒剂,规格：8g,生产企业：北京汉典制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20013049",,,根痛平颗粒,0.0,,False,True,pydantic_direct
matched_row_169,169,call_370d35f140af4746,"医院名称：北京市延庆区康庄镇社区卫生服务中心,产品名称：参松养心胶囊,商品名：无,剂型：胶囊剂,规格：0.4g,生产企业：北京以岭药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20103032",,,参松养心胶囊,0.0,,False,True,pydantic_direct
matched_row_170,170,call_1b73cdd31bdb454b,"医院名称：东城区卫生局管理中心多福巷社区卫生服务站,产品名称：贞芪扶正片,商品名：无,剂型：薄膜衣片,规格：0.44g,生产企业：甘肃兰药药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20060303",,,贞芪扶正片,0.0,,False,True,pydantic_direct
matched_row_171,171,call_0a5c1656d7504c3a,"医院名称：北京市朝阳区和平街街道小黄庄社区卫生服务站,产品名称：瑞格列奈,商品名：诺和龙,剂型：素片,规格：1.0mg,生产企业：德国Boehringer Ingelheim Pharma GmbH & Co.KG,配送企业：,订购数量：0,批准文号：H20171153",,,瑞格列奈,0.0,,False,True,pydantic_direct
matched_row_172,172,call_c6f43de3324e4f15,"医院名称：北京市丰台区丰台街道新华街社区卫生服务站,产品名称：人参归脾丸,商品名：无,剂型：蜜丸,规格：9g,生产企业：北京同仁堂股份有限公司同仁堂制药厂,配送企业：,订购数量：0,批准文号：国药准字Z11020104",,,人参归脾丸,0.0,,False,True,pydantic_direct
matched_row_173,173,call_dbd75f2573bb458a,"医院名称：北京京煤集团总医院,产品名称：沙丁胺醇,商品名：无,剂型：吸入溶液剂,规格：2.5ml:2.5mg(0.1%),生产企业：上海信谊金朱药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H19990233",,,沙丁胺醇,0.0,,False,True,pydantic_direct
matched_row_174,174,call_37a8212512fd4d76,"医院名称：北京市大兴区庞各庄镇中心卫生院,产品名称：阿托伐他汀,商品名：阿乐,剂型：薄膜衣片,规格：20mg,生产企业：北京嘉林药业股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H20093819",,,阿托伐他汀,0.0,,False,True,pydantic_direct
matched_row_175,175,call_6d8bbc9e2b264e84,"医院名称：北京市延庆区医院（北京大学第三医院延庆医院）,产品名称：苏黄止咳胶囊,商品名：无,剂型：胶囊剂,规格：0.45g,生产企业：扬子江药业集团北京海燕药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20103075",,,苏黄止咳胶囊,0.0,,False,True,pydantic_direct
matched_row_176,176,call_664857b1db0541b6,"医院名称：北京市丰台区铁营医院,产品名称：复方丹参片,商品名：无,剂型：薄膜衣片,规格：每片重0.32g(相当于饮片0.6g),生产企业：广州白云山和记黄埔中药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z44023372",,,复方丹参片,0.0,,False,True,pydantic_direct
matched_row_177,177,call_7686c7fbe39b4887,"医院名称：北京市丰台区卢沟桥乡太平桥村社区卫生服务站,产品名称：骨通贴膏,商品名：无,剂型：橡胶膏剂,规格：11cm×14cm,生产企业：桂林华润天和药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z10980134",,,骨通贴膏,0.0,,False,True,pydantic_direct
matched_row_178,178,call_c4a03bd2fbf6420e,"医院名称：北京市朝阳区和平街街道樱花园社区卫生服务站,产品名称：莫匹罗星,商品名：百多邦,剂型：软膏剂,规格：5g:0.1g,生产企业：中美天津史克制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H10930064",,,莫匹罗星,0.0,,False,True,pydantic_direct
matched_row_179,179,call_005928207f244030,"医院名称：北京市东城区东花市社区卫生服务中心,产品名称：脑安滴丸,商品名：无,剂型：滴丸,规格：50mg,生产企业：安徽誉隆亚东药业有限公司,配送企业：,订购数量：50,批准文号：国药准字Z20030121",,,脑安滴丸,50.0,,False,True,pydantic_direct
matched_row_180,180,call_ca672ea092bb4675,"医院名称：北京市朝阳区呼家楼街道呼家楼西里社区卫生服务站,产品名称：百令胶囊,商品名：无,剂型：胶囊剂,规格：0.5g,生产企业：杭州中美华东制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z10910036",,,百令胶囊,0.0,,False,True,pydantic_direct
matched_row_181,181,call_b649161de4284306,"医院名称：北京北亚中医医院,产品名称：奥美沙坦酯氢氯噻嗪,商品名：无,剂型：薄膜衣片,规格：每片含奥美沙坦酯20mg与氢氯噻嗪12.5mg,生产企业：第一三共制药(上海)有限公司,配送企业：,订购数量：0,批准文号：国药准字H20100035",,,奥美沙坦酯氢氯噻嗪,0.0,,False,True,pydantic_direct
matched_row_182,182,call_9e3463ffa0494975,"医院名称：北京市平谷区中医医院,产品名称：胰激肽原酶,商品名：怡开,剂型：肠溶片,规格：120IU,生产企业：常州千红生化制药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H19993089",,,胰激肽原酶,0.0,,False,True,pydantic_direct
matched_row_183,183,call_0ce045f91bbe4095,"医院名称：平谷区滨河街道社区卫生服务中心金谷园社区卫生服务站,产品名称：利格列汀,商品名：欧唐宁,剂型：薄膜衣片,规格：5mg,生产企业：美国West-Ward Columbus Inc.(上海勃林格殷格翰药业有限公司分装),配送企业：,订购数量：0,批准文号：国药准字J20130081",,,利格列汀,0.0,,False,True,pydantic_direct
matched_row_184,184,call_eeb98bebe02c46a7,"根据抚州市政府采购管理办公室批准的公开招标采购方式，江西省机电设备招标有限公司受江西省抚州市第一人民医院委托，就抚州市第一人民医院有创呼吸机、体外膜肺ECMO等采购项目进行了电子化公开招标。开标大会于2020年6月15日14：30时在抚州市公共资源交易中心开标大厅举行。经评标委员会评审和采购人确认，中标结果如下： 招标公告发布日期：2020年5月22日 定 标 日 期：2020年6月15日 货物名称 品牌/型号 数量 中标金额 中标供应商 有创呼吸机（进口产品） 柯惠/840 6台 435.15万元人民币 江西南华医药有限公司 体外膜肺ECMO+转运车（进口产品） 迈柯唯/Rotaflow 1套 心电监护仪（内置两张或以上模块） 迈瑞/ePM 12M 10台 心电监护仪（标配） 迈瑞/iPM 10 10台 输液泵 麦科田/MP-60A 30台 注射泵 麦科田/MP-30A 30台 连续性血液净化装置CRRT（进口产品） 费森尤斯/multiFiltrate 1套 可视喉镜 优亿/TD-C-IV 5台 除颤仪 迈瑞/BeneHeart D2 2台 简约技术要求：详见附件招标文件 服务要求：详见附件招标文件 中标供应商地址：江西省南昌市西湖区象山南路280号 评标委员会名单： 朱琴琴、姜宝玉、何军、唐荣、陈跃进 招标文件：详见附件 采购人名称：江西省抚州市第一人民医院 采购人地址：抚州市临川区迎宾大道1099号 联系人：朱旭妍 联系电话：13707044954 采购代理机构：江西省机电设备招标有限公司 采购代理机构地址：抚州市赣东大道2088号中阳广场2号楼9-3、9-4室 联系人：黄葵联系电话：0794-8335930 如有异议，请于本公告发布之日起七个工作日内以书面形式向采购代理机构提出，逾期将不再受理。 特此公告！ 江西省机电设备招标有限公司 2020年6月17日 本项目代理费用金额为36307.0元 标段编号：JXTCFZ2020150043 评委姓名：朱琴琴,姜宝玉,何军,唐荣,陈跃进",,,有创呼吸机、体外膜肺ECMO等,,4351500.0,True,True,pydantic_direct
matched_row_185,185,call_b91e09d9cc744101,"医院名称：首都医科大学附属北京儿童医院,产品名称：复方磺胺甲噁唑,商品名：无,剂型：素片,规格：磺胺甲噁唑0.4g,甲氧苄啶80mg,生产企业：天津力生制药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H12020938",,,复方磺胺甲噁唑,0.0,,False,True,pydantic_direct
matched_row_186,186,call_1c5e9e66c7904608,"医院名称：延庆区南菜园社区卫生服务中心（川北东社区服务站),产品名称：补肾益脑胶囊,商品名：无,剂型：胶囊剂,规格：0.27g,生产企业：太极集团浙江东方制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z33020888",,,补肾益脑胶囊,0.0,,False,True,pydantic_direct
matched_row_187,187,call_5d8f001b40764c47,"医院名称：北京市房山区城关街道饶乐府社区卫生服务站,产品名称：银黄颗粒,商品名：无,剂型：颗粒剂,规格：4g,生产企业：西安天一秦昆制药有限责任公司,配送企业：,订购数量：0,批准文号：国药准字Z19983108",,,银黄颗粒,0.0,,False,True,pydantic_direct
matched_row_188,188,call_db587d97d8a043d6,"医院名称：北京市西城区椿树社区卫生服务中心,产品名称：藤黄健骨片,商品名：无,剂型：薄膜衣片,规格：0.5g,生产企业：湖南方盛制药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20090570",,,藤黄健骨片,0.0,,False,True,pydantic_direct
matched_row_189,189,call_821a9556fdfd4102,"医院名称：北京市丰台区长辛店镇张郭庄村社区卫生服务站,产品名称：葡萄糖酸钙,商品名：无,剂型：注射液,规格：10ml:1.0g,生产企业：天津金耀药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H12020963",,,葡萄糖酸钙,0.0,,False,True,pydantic_direct
matched_row_190,190,call_35054fa66b524505,"医院名称：首都医科大学附属北京潞河医院,产品名称：卡络磺钠,商品名：无,剂型：冻干粉针剂,规格：20mg,生产企业：江苏吴中医药集团有限公司苏州制药厂,配送企业：,订购数量：0,批准文号：国药准字H10970330",,,卡络磺钠,0.0,,False,True,pydantic_direct
matched_row_191,191,call_56613ecf0ea047b9,"医院名称：北京市丰台区长辛店镇张郭庄村社区卫生服务站,产品名称：奥美沙坦酯,商品名：兰沙,剂型：素片,规格：20mg,生产企业：北京福元医药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H20061312",,,奥美沙坦酯,0.0,,False,True,pydantic_direct
matched_row_192,192,call_bd5fa925e529416c,"医院名称：北京市朝阳区安贞社区卫生服务中心,产品名称：牛黄解毒丸,商品名：无,剂型：蜜丸,规格：3g,生产企业：北京同仁堂科技发展股份有限公司制药厂,配送企业：,订购数量：0,批准文号：国药准字Z11020058",,,牛黄解毒丸,0.0,,False,True,pydantic_direct
matched_row_193,193,call_c7570bd3dd824e19,"医院名称：北京市大兴区青云店镇中心卫生院,产品名称：坦索罗辛,商品名：齐索,剂型：缓释胶囊,规格：0.2mg,生产企业：浙江海力生制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H20020623",,,坦索罗辛,0.0,,False,True,pydantic_direct
matched_row_194,194,call_91e5efade1c6497e,"医院名称：北京市朝阳区东坝社区卫生服务中心,产品名称：清肺抑火胶囊,商品名：无,剂型：胶囊剂,规格：0.5g,生产企业：红云制药（昆明）有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20080352",,,清肺抑火胶囊,0.0,,False,True,pydantic_direct
matched_row_195,195,call_620e933817ff4e42,"医院名称：北京市丰台区铁营医院,产品名称：百癣夏塔热胶囊,商品名：无,剂型：胶囊剂,规格：0.4g,生产企业：陕西东泰制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20050139",,,百癣夏塔热胶囊,0.0,,False,True,pydantic_direct
matched_row_196,196,call_59c8870f866a4907,"医院名称：北京市朝阳区东风社区卫生服务中心(石佛营西里),产品名称：养血清脑颗粒,商品名：无,剂型：颗粒剂,规格：4g,生产企业：天士力医药集团股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z10960082",,,养血清脑颗粒,0.0,,False,True,pydantic_direct
matched_row_197,197,call_755c9dadcfd94762,"医院名称：北京市门头沟区医院,产品名称：血脂康胶囊,商品名：无,剂型：胶囊剂,规格：0.3g,生产企业：北京北大维信生物科技有限公司,配送企业：,订购数量：0,批准文号：国药准字Z10950029",,,血脂康胶囊,0.0,,False,True,pydantic_direct
matched_row_198,198,call_b3ea27e567b54d4d,"医院名称：北京嫣然天使儿童医院,产品名称：妥布霉素,商品名：托百士,剂型：滴眼剂,规格：5ml:15mg,生产企业：美国爱尔康眼药厂比利时分厂s.a. ALCON-COUVREUR n.v.,配送企业：,订购数量：0,批准文号：H20140811",,,妥布霉素,0.0,,False,True,pydantic_direct
matched_row_199,199,call_119dc11f317842b8,"医院名称：北京市门头沟区医院,产品名称：复方脑肽节苷脂,商品名：无,剂型：注射液,规格：2ml:6.4mg(多肽):100μg(唾液酸):0.25mg(次黄嘌呤),生产企业：吉林天成制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H22026472",,,复方脑肽节苷脂,0.0,,False,True,pydantic_direct
matched_row_200,200,call_055f8e4983b94f41,"医院名称：北京市第六医院,产品名称：熊去氧胆酸,商品名：无,剂型：软胶囊(胶丸),规格：0.1g,生产企业：韩国大熊制药株式会社Daewoong Pharmaceutial Co.,Ltd.,配送企业：,订购数量：0,批准文号：H20130433",,,熊去氧胆酸,0.0,,False,True,pydantic_direct
matched_row_201,201,call_108c73fc4aa14254,"医院名称：顺义区李桥社区卫生服务中心头二营社区卫生服务站,产品名称：根痛平片,商品名：无,剂型：薄膜衣片,规格：0.3g,生产企业：承德燕峰药业有限责任公司,配送企业：,订购数量：0,批准文号：国药准字Z20025305",,,根痛平片,0.0,,False,True,pydantic_direct
matched_row_202,202,call_22a72d02da734324,"医院名称：北京市朝阳区高碑店社区卫生服务中心,产品名称：血府逐瘀丸,商品名：无,剂型：水蜜丸,规格：6g(6g/60丸),生产企业：黑龙江参鸽药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20055446",,,血府逐瘀丸,0.0,,False,True,pydantic_direct
matched_row_203,203,call_fd2ffb85f44641e1,"医院名称：延庆区张山营镇社区卫生服务中心（中羊坊社区服务站),产品名称：氨酚伪麻美芬(Ⅱ)/氨麻苯美,商品名：白加黑,剂型：薄膜衣片,规格：复方,生产企业：拜耳医药保健有限公司启东分公司,配送企业：,订购数量：0,批准文号：国药准字H10940250/国药准字H10940251",,,白加黑,0.0,,False,True,pydantic_direct
matched_row_204,204,call_e2102085ac374bd7,"医院名称：北京市房山区韩村河潘庄社区卫生服务站,产品名称：雷贝拉唑钠,商品名：雨田青,剂型：肠溶胶囊,规格：10mg,生产企业：珠海润都制药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H20050228",,,雷贝拉唑钠,0.0,,False,True,pydantic_direct
matched_row_205,205,call_e78d9b19dc4542c2,"医院名称：北京市怀柔区庙城镇卫生院,产品名称：大活络胶囊,商品名：无,剂型：胶囊剂,规格：0.25g,生产企业：江西药都樟树制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z19990044",,,大活络胶囊,0.0,,False,True,pydantic_direct
matched_row_206,206,call_15207a2bca974ce2,"医院名称：房山区大石窝高庄社区卫生服务站,产品名称：奥美拉唑,商品名：金奥康,剂型：肠溶胶囊,规格：20mg,生产企业：浙江金华康恩贝生物制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H19991118",,,奥美拉唑,0.0,,False,True,pydantic_direct
matched_row_207,207,call_0612e6ea2fee4fcf,"医院名称：北京市西城区德胜社区卫生服务中心,产品名称：多巴丝肼,商品名：美多芭,剂型：素片,规格：0.25g,生产企业：上海罗氏制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H10930198",,,多巴丝肼,0.0,,False,True,pydantic_direct
matched_row_208,208,call_d029234327024a99,"医院名称：北京市西城区陶然亭社区卫生服务中心,产品名称：珍珠明目滴眼液,商品名：无,剂型：滴眼剂,规格：15ml,生产企业：苏州工业园区天龙制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z32021196",,,珍珠明目滴眼液,0.0,,False,True,pydantic_direct
matched_row_209,209,call_64535ad2454f4887,"医院名称：北京市丰台区西罗园街道西罗园四区社区卫生服务站,产品名称：通心络胶囊,商品名：无,剂型：胶囊剂,规格：0.26g,生产企业：石家庄以岭药业股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z19980015",,,通心络胶囊,0.0,,False,True,pydantic_direct
matched_row_210,210,call_a1d89729645747f5,"医院名称：航空总医院,产品名称：复方托吡卡胺,商品名：美多丽,剂型：滴眼剂,规格：10ml:吡托卡胺50mg,盐酸去氧肾上腺素50mg,生产企业：日本参天制药株式会社滋贺工厂Santen Pharmaceutical Co., Ltd. Shiga Plant(参天制药(中国)有限公司分装),配送企业：,订购数量：0,批准文号：国药准字J20180051",,,复方托吡卡胺,0.0,,False,True,pydantic_direct
matched_row_211,211,call_8fee011438594c90,"医院名称：北京市延庆区大庄科乡社区卫生服务中心,产品名称：克林霉素,商品名：无,剂型：胶囊剂,规格：0.15g,生产企业：四川科伦药业股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H20053359",,,克林霉素,0.0,,False,True,pydantic_direct
matched_row_212,212,call_71ba7cdbdce245db,"医院名称：北京市延庆区八达岭镇社区卫生服务中心,产品名称：血府逐瘀胶囊,商品名：无,剂型：胶囊剂,规格：0.4g,生产企业：天津宏仁堂药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z12020223",,,血府逐瘀胶囊,0.0,,False,True,pydantic_direct
matched_row_213,213,call_56d75626359845f7,"医院名称：北京市密云区巨各庄镇社区卫生服务中心,产品名称：厄贝沙坦,商品名：安来,剂型：素片,规格：75mg,生产企业：浙江华海药业股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H20030016",,,厄贝沙坦,0.0,,False,True,pydantic_direct
matched_row_214,214,call_093590ae1b8d4ed4,"医院名称：北京市房山区窦店镇社区卫生服务中心,产品名称：消栓通络片,商品名：无,剂型：薄膜衣片,规格：每片重0.76g(相当于原药材3.6g),生产企业：河北百善药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20063722",,,消栓通络片,0.0,,False,True,pydantic_direct
matched_row_215,215,call_5adc7aec51f34961,"医院名称：北京市房山区燕山向阳社区卫生服务站,产品名称：强力枇杷露,商品名：无,剂型：糖浆剂,规格：330ml（每1毫升相当于饮片0.155克）,生产企业：杭州胡庆余堂药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z33020151",,,强力枇杷露,0.0,,False,True,pydantic_direct
matched_row_216,216,call_03aeb346471245ba,"医院名称：延庆区张山营镇社区卫生服务中心（中羊坊社区服务站),产品名称：速效救心丸,商品名：无,剂型：滴丸,规格：40mg,生产企业：天津中新药业集团股份有限公司第六中药厂,配送企业：,订购数量：0,批准文号：国药准字Z12020025",,,速效救心丸,0.0,,False,True,pydantic_direct
matched_row_217,217,call_82212d9fa961410b,"医院名称：北京市丰台区西罗园社区卫生服务中心,产品名称：益气维血胶囊,商品名：无,剂型：胶囊剂,规格：0.45g,生产企业：广东红珊瑚药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20050700",,,益气维血胶囊,0.0,,False,True,pydantic_direct
matched_row_218,218,call_1688ed10c71c4064,"医院名称：北京市丰台区大红门街道南顶路社区卫生服务站,产品名称：非那雄胺,商品名：保列治,剂型：薄膜衣片,规格：5mg,生产企业：波多黎各AIAC International Pharma LLC(杭州默沙东制药有限公司分装),配送企业：,订购数量：0,批准文号：国药准字J20120071",,,非那雄胺,0.0,,False,True,pydantic_direct
matched_row_219,219,call_b36e45c5c78343de,"医院名称：北京市平谷区大兴庄镇社区卫生服务中心,产品名称：接骨七厘丸,商品名：无,剂型：水丸,规格：1.5g,生产企业：洛阳顺势药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20080123",,,接骨七厘丸,0.0,,False,True,pydantic_direct
matched_row_220,220,call_2745e14af8a94f73,"医院名称：北京市昌平区沙河医院,产品名称：利格列汀,商品名：欧唐宁,剂型：薄膜衣片,规格：5mg,生产企业：美国West-Ward Columbus Inc.(上海勃林格殷格翰药业有限公司分装),配送企业：,订购数量：0,批准文号：国药准字J20130081",,,利格列汀,0.0,,False,True,pydantic_direct
matched_row_221,221,call_921ec15bd3b04c04,"医院名称：北京市丰盛中医骨伤专科医院,产品名称：银黄颗粒,商品名：无,剂型：颗粒剂,规格：2g,生产企业：江西济民可信药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20023005",,,银黄颗粒,0.0,,False,True,pydantic_direct
matched_row_222,222,call_923e6428494e46df,"医院名称：北京市房山区阎村镇社区卫生服务中心,产品名称：氨酚伪麻美芬片/氨麻美敏片(Ⅱ),商品名：日夜百服咛,剂型：薄膜衣片,规格：复方,生产企业：中美上海施贵宝制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H10970388/国药准字H10970387",,,氨酚伪麻美芬片/氨麻美敏片(Ⅱ),0.0,,False,True,pydantic_direct
matched_row_223,223,call_372a032423fa4850,"医院名称：北京市门头沟区中医医院,产品名称：呋塞米,商品名：无,剂型：注射液,规格：2ml:20mg,生产企业：天津金耀药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H12020527",,,呋塞米,0.0,,False,True,pydantic_direct
matched_row_224,224,call_7e52cb6651104324,"自定义中标公示 阳江市阳东区老干部活动中心项目设计结果公示 公示日期 2017年06月27日 至 2017年06月29日 1 发包单位 中国共产党阳江市阳东区委老干部局 2 工程名称 阳江市阳东区老干部活动中心项目设计 3 招标编号 17GC040188 4 承包单位 阳江市建筑设计院有限公司 5 中标价 334,524.64元 6 项目负责人 熊劲松 7 质量安全承诺 国家合格标准。 工期 20日历天日历天 8 项 目 管 理 机 构 一 览 表 姓名 性别 职称或资格证名称 熊劲松 男 注册建筑师 摇珠选定第一候选人 阳江市建筑设计院有限公司 摇珠选定第二候选人 广东建筑艺术设计院有限公司 摇珠选定第三候选人 广东一方设计有限公司 说明：１、本公示在市公共资源交易中心发布。 ２、如对本公示真实性和合法性持有异议， 请在公示期间向发包人、招标管理部门举报， 举报电话：0662-6623318、6611048， 举报必须以书面方式，内容要真实有效，举报人必须提供真实姓名、 电话号码和身份证复印件，若举报人是单位， 则必须具有本单位法人签名和加盖单位公章，否则不予受理。 中国共产党阳江市阳东区委老干部局 2017年06月27日",,,阳江市阳东区老干部活动中心项目设计,,334524.64,False,True,pydantic_direct
matched_row_225,225,call_eb1bddac32d34023,"医院名称：北京惠兰医院,产品名称：九华痔疮栓,商品名：无,剂型：栓剂,规格：2.1g,生产企业：江西九华药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z36020577",,,九华痔疮栓,0.0,,False,True,pydantic_direct
matched_row_226,226,call_fd49635a936a4f1a,"医院名称：北京市通州区梨园镇半壁店社区卫生服务站,产品名称：强骨胶囊,商品名：无,剂型：胶囊剂,规格：0.25g,生产企业：北京岐黄医药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20030007",,,强骨胶囊,0.0,,False,True,pydantic_direct
matched_row_227,227,call_582b1124cbc2477d,1、项目名称：全省烟草商业系统经济运行管控分析平台建设项目（项目编号：HBHC-2019-088） 2、资金来源：企业自筹资金 3、招标内容：全省烟草商业系统经济运行管控分析平台建设。 4、本项目于2019年12月27日14:00开始，进行了公开招标，评审工作当日完成。经评标委员会组织评审，推荐中标候选人结果如下： 本项目中标候选人公示在河北省招标投标公共服务平台、河北省公共资源交易中心平台、国家烟草专卖局网站上同时发布。因轻信其他组织、个人或媒体提供信息,,,全省烟草商业系统经济运行管控分析平台建设项目,,,False,True,pydantic_direct
matched_row_228,228,call_30df0f677e7c4a14,"医院名称：首都医科大学附属北京同仁医院,产品名称：奥卡西平,商品名：曲莱,剂型：薄膜衣片,规格：0.15g,生产企业：意大利Novartis Farma S.p.A.,配送企业：,订购数量：0,批准文号：H20130015",,,奥卡西平,0.0,,False,True,pydantic_direct
matched_row_229,229,call_1e2c7907ba6848be,"医院名称：北京市延庆区永宁镇社区卫生服务中心,产品名称：干扰素α-2b,商品名：凯因益生,剂型：注射液,规格：300万IU,生产企业：北京凯因科技股份有限公司,配送企业：,订购数量：0,批准文号：国药准字S20030030",,,干扰素α-2b,0.0,,False,True,pydantic_direct
matched_row_230,230,call_9af54c075e8e4cb2,"医院名称：北京安达医院,产品名称：克拉霉素,商品名：无,剂型：薄膜衣片,规格：0.25g,生产企业：浙江震元制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H20058305",,,克拉霉素,0.0,,False,True,pydantic_direct
matched_row_231,231,call_aa7ffbd4dc264f10,"医院名称：北京市房山区燕山星城街道社区卫生服站,产品名称：麝香壮骨膏,商品名：无,剂型：橡胶膏剂,规格：7cm×10cm,生产企业：沈阳管城制药有限责任公司,配送企业：,订购数量：0,批准文号：国药准字Z21021134",,,麝香壮骨膏,0.0,,False,True,pydantic_direct
